ID,Title,Permalink,spot_editor,spot_table_spot_table1,spot_table_spot_table2,spot_table_spot_table3,spot_table_spot_table4,spot_table_spot_table5,spot_table_spot_table6,spot_table_spot_table7,spot_table_spot_table8,カテゴリー
1222,城ケ原オートキャンプ場,https://yufuin.gr.jp/spot/spot-1222/,"大分川とその支流阿蘇野川に挟まれた緑溢れる河川敷キャンプ場です。
川の流れとせせらぎに癒され、日ごろの喧騒を忘れ、心のリフレッシュを図ってください。
当キャンプ場の自慢は、何といっても、天然温泉掛け流しの露天風呂。
煌々と冴えわたる月と岸壁の川が織りなす山水画の世界を堪能下さい。

夏は、子供たちの声が響き渡る河川プールと川遊び。
多くの家族連れでにぎわいます。

皆様のお越しをお待ちしています。",大分県由布市庄内町柿原１番地,090-2079-5318,http://jougahara.web.fc2.com/,,9:00-17:00,"火曜日（５・７・８月は営業）
※ 冬季期間（１１月１日～３月１９日）は金、土、日曜日、祝日及びその前日のみ営業",あり,"オートサイト　2,800円～　
ログハウス　　5,740円～","客室タイプ>キャンプ・グランピング,お風呂の種類>露天風呂,ペット>ペット不可,お部屋での喫煙>禁煙ルームのみ,遊ぶ・楽しむ>デイキャンプ"
1223,スマイル広場,https://yufuin.gr.jp/spot/spot-1223/,"大分市内から湯布院に向かう国道210号線沿いにスマイル広場はあります。
地域に密着した、地域に愛されるお店を目指し日々運営しています。

店内にある工房「くりいむ畑」では毎日心を込めてパンを手作りしています。
焼きたてのパンの香りが漂う店内のイートインスペースでコーヒーと一緒に美味しいパンを
お召し上がりください。

また地域で栽培された新鮮な野菜や果物、手作り雑貨なども販売しています。
お気軽にお立ち寄りください。",大分県由布市庄内町東長宝132-1,097-578-8286,,,10:00-17:00,"火曜日, 年末年始",あり,,"食べる>パン,食べる>その他（食べる）,食べる時間>ランチ,食べる時間>カフェ,買う>食べ物,買う>食べ物以外"
1224,やさしいごはんと楽しいお酒　ねんりん,https://yufuin.gr.jp/spot/spot-1224/,"やさしいごはんと楽しいお酒　ねんりん

皆様の味覚に、出会いに、そして心に、
またひとつ新しい輪を刻んでいただけたらば、とてもうれしく感じます。",大分県由布市湯布院町川上3056-13,0977-84-5313,,,"11：00～14：30(ランチタイム)　
17：00～22：00(ディナータイム)",木曜日,あり,,"食べる>和食,食べる>和洋食,食べる>麺類,食べる時間>ランチ,食べる時間>ディナー"
1226,由布院ときの色,https://yufuin.gr.jp/spot/spot-1226/,"由布院温泉の魅力は、秀峰由布岳を中心に盆地を抱く山岳景観と、盆地の半分以上を占める農業景観です。
そんな由布院の魅力を詰め込んだMADE in YUFUINの物産を、由布院を訪れたお客様が出会ういろいろなシーンの思い出の一つとしてお持ち帰りいただきたいと思い、すべての商品に豊富な山の伏流水と高原の寒暖差で旨味を増した湯布院産米の米粉を使用してグルテンフリーで焼き上げました。
商品は、由布岳及び周辺の草花のカラーイメージで構成しております。

春の訪れを誘う由布岳の野焼きで焼き尽くされた山肌がガトーショコラ。
焦げた大地を黄金色に染める“黄すみれ”をチーズケーキ。
春から夏にかけて高原の一面を覆う牧草の草原を抹茶ショコラ。秋風になびくススキ野をほうじ茶ショコラ。

冬枯れの山道の落ち葉の道を和紅茶ショコラにたとえて作りました。
その他、常温商品の焼き菓子で“食材の色と香りを楽しむ”をテーマに小麦粉や卵を使わずに湯布院産米粉と豆乳クリームバターを使用した由布院盆地米ボウロ（チョコレート・抹茶・ほうじ茶・和紅茶味）も人気のアイテムとなっております。
商品は、お土産のみならず店内のイートインコーナーでは６種類のケーキから選べるケーキセットなどメニューも豊富にご用意しております。",大分県由布市湯布院町川上2939-4,0977-84-5858,https://www.yufuin-tokinoiro.com,,10:00-18:00,水曜日,なし,,"食べる>軽食・カフェ,食べる時間>カフェ,買う>食べ物"
1227,銀の湯,https://yufuin.gr.jp/spot/spot-1227/,"湯平温泉の共同浴場の一つ「銀の湯」。 湯平温泉の石畳入り口をほどなく登っていくとあります。 
泉質はナトリウム-塩化物・硫酸塩泉。

昔は川の中にあり、温泉泉分 の白い結晶が銀粉に見えたことから「銀の湯」と 名づけられています。
浴用品やシャワーは設備されておらず、昔ながらの簡素な共同浴場ですが、名湯と名高い源泉掛け流しの柔らかい泉質は、遠方からの長年のファンも多く、地元の温泉としても親しまれています。",大分県由布市湯布院町湯平351-7,0977-86-2367（湯平温泉観光案内所・石畳の驛つるや）,http://www.yunohira-onsen.jp/,,10:30-20:00,施設メンテナンスのための臨時休館あり,あり,外来入浴料金　大人（中学生以上）300円　小人（小学生）100円　５歳以下無料,
1228,塚原温泉　火口乃泉,https://yufuin.gr.jp/spot/spot-1228/,"湯布院の秘湯、源泉自噴、かけ流しの温泉です。
塚原温泉 火口乃泉は伽藍岳の中腹にある酸性の温泉です。
泉質は、酸性、含鉄、アルミニウム硫酸塩泉です。
人体に有用な金属イオンを多く含んでおり湯治に適しています。
酸性泉に含まれる亜鉛、マンガンの働きが血糖値を下げる血管を若返らせる効能もあります。
伽藍岳の噴気で蒸した温泉卵も人気があり土産にも喜ばれています。",大分県由布市湯布院町塚原1235,0977-85-4101,https://www.tukaharaonsen.jp/,,"３～１２月　 9:00～18:00 ※露天風呂は17:30まで　
１  ・ ２月　10:00～17:30
（最終受付17:00）
",年末年始、悪天候時,あり,"内湯    大人500円　小人200円　
露天　大人600円　小人200円　
家族風呂60分　2,000円～","お風呂の種類>露天風呂,お風呂の種類>貸切風呂,食べる>その他（食べる）,買う>食べ物,お風呂の種類（立ち寄り湯）>露天風呂,お風呂の種類（立ち寄り湯）>貸切風呂,観る>自然・歴史,遊ぶ・楽しむ>体験・見学"
1229,山荘 紗羅樹,https://yufuin.gr.jp/spot/spot-1229/,"湯布院ICから車で約5分『山荘紗羅樹』は小高い丘の上、5000坪の敷地にある、母屋と離れ２棟4室の小さな宿です。
各お部屋に温泉浴室が備え付けで、源泉掛け流しの温泉を貸切でお好きなだけ楽しんでいただけます。
豊かな自然の中で季節の花や木々、鳥に囲まれごゆっくりとおくつろぎ下さい。

☆お食事の提供はなく素泊まりのみの宿となっております。
☆小学生のお子様は添い寝でよろしければ無料でご宿泊いただけます。
☆客室は全室禁煙ですが、各お部屋のベランダで喫煙可能です。

チェックイン　　16:00〜20:00（チェックイン後の門限はありません）
チェックアウト　10:00
アクセス　由布院駅よりお車にて約8分、湯布院ICより約5分
駐車場有り（4台）※無料、予約不要

宿の詳細や空室、料金等については予約サイトにてご確認お願いします。
（楽天トラベル、じゃらんnet、Booking.com）",大分県由布市湯布院町川北1354-20,,,,"チェックイン　　16:00〜20:00
チェックアウト　10:00",不定休,あり,,"客室タイプ>和洋室,お風呂の種類>貸切風呂,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
1230,forest inn BORN,https://yufuin.gr.jp/spot/spot-1230/,"由布院温泉から車で15分、大分自動車由布岳スマートICから車で5分
湯布院塚原高原の静かな森の中に佇むホテル forest inn BORN

forest inn BORNの森にはホテル以外の建物はなく野生の鹿や野うさぎなどが生息しており静寂な空間でゆっくりとお過ごし頂けます。

標高600mにありますので春は山桜や新緑、夏は涼しく、秋は紅葉、冬は雪景色など四季折々楽しめます。

客室は露天風呂付き離れ洋室や内湯付き和洋室離れと2023年11月にホテル棟が完成致しました。

チェックインしたらサウナを楽しみましょう！
ホテル棟の全客室にはバレルサウナを完備し森を眺めながら気持ちよく整って頂けます。

サ飯を楽しもう！
サウナで大量の汗をかき心身もリフレッシュされた後の食事は格別に美味しく頂けます。

お楽しみのお食事は隣接するレストランchapeauで
塚原高原の森を眺めながら本格フレンチコースをお楽しみくださいませ。
フランスや東京、福岡で腕を磨き地元湯布院に戻ってきた佐藤シェフが地元野菜や鮮魚、おおいた和牛などの食材を使い本格的なフランス料理をご堪能いただけます。

フレンチともにワインを是非！
フランスワインを中心に各種揃ておりますのでソムリエ諌山がお料理にあったワインをご案内致します。

forest inn BORNの森の朝は空気も澄んでおり少し冷えます。
野鳥の囀りを聞いて起床したら木漏れ日の中で露天風呂に入り冷えた体を温めて下さい。
（和洋室離れは内湯のみとなります）森を眺めながら入る朝風呂を格別です。

朝風呂に浸かりお腹も空いてきたので朝食を
朝日が差し森の中が一番綺麗な時間で頂く朝食は贅沢な時間をお過ごし頂けます。
フレンチの技法をもちいたエッグベネティクトや珈琲木馬のコーヒをご賞味くださいませ。

お部屋でひと休みしたら由布市観光をお楽しみ下さいませ。",大分県由布市湯布院町塚原1203-6,0977-84-2975,https://www.f-born.jp,https://www.instagram.com/forestinnborn/,"チェックイン　16:00〜18:00　
チェクアウト　11:00まで",なし,あり,"1泊2食 宿泊料金29,900円〜","客室タイプ>ツイン,客室タイプ>和洋室,客室タイプ>一棟貸し,お風呂の種類>露天風呂,お風呂の種類>貸切風呂,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ,食べる>洋食,食べる時間>ランチ,食べる時間>ディナー"
1231,和食もみじ,https://yufuin.gr.jp/spot/spot-1231/,"平成十四年創業の和食店。季節のお料理、九州産黒毛和牛ステーキ、鰻、天婦羅。
素材の味を大切に、心を込めてご用意しております。",大分県由布市湯布院町川上2921-3,0977-84-2070,,,11:30-15:30　ラストオーダーは14：30,"日曜日, 連休の場合は最終日",なし,,"食べる>和食,食べる時間>ランチ"
1232,Green Dolphin 68,https://yufuin.gr.jp/spot/spot-1232/,"　賑やかな湯の坪街道から鳥越方面に少し登ると、雄大な由布岳と鹿が暮らす神秘的な森を目の前に臨む別世界に辿り着きます。そこに佇むアンティークショップ&カフェ「GreenDolphin68」

　技術とセンスあふれる熟練職人たちの高い技術で創造された当店はモデルハウスも兼ねており、非日常的でありながらゆったりと寛げる空間をコンセプトにしております。
　店内にあるモノは、家具や装飾品・食器類などは勿論、床に使われている石やテラコッタなどの建材から、ドア、吊り照明までも、基本的に全て商品となっております。様々な場所、様々な時代から集まってきたモノたちの歴史に思いを馳せていると、効率だけでは測れない質の豊かさが感じられ、心が満たされてきます。
　扱っている商品には珍しい物が多くございますが、中でもヨーロッパのタイルコレクションは種類•数とも豊富に取り揃えております。デルフトやポルトガルのアズレージョなどの美しいタイル達が100年200年の時間を超えて皆さまとの出会いをお待ちしております。

　ドリンクやスィーツなどのカフェメニュー、スープセットやスペイン生ハムなどの軽食もご用意いたしておりますので、湯布院でのゆったりとしたひとときをお過ごしいただけます。また、じっくりと品定めしたり、イマジネーションを膨らませたり、スタッフや他のお客様と情報・意見交換したり、もちろん森や由布岳を眺めながら気を整えたり、様々な過ごし方をお楽しみいただけるでしょう。

　それでは、この「寛げる非日常空間」でお会い出来るのを心待ちにしております。",大分県由布市湯布院町川上1265-5,0977-85-7596,https://bridge-company21.com,https://www.instagram.com/greendolphin68/,11:00-16:00,"月曜日, 火曜日, 日曜日",あり,,"食べる>軽食・カフェ,食べる時間>ランチ,食べる時間>カフェ,買う>食べ物以外"
1233,utu to so,https://yufuin.gr.jp/spot/spot-1233/,"気持ちの良い空間で、ゆっくり味わう優しい料理。
8席の小さなレストランです。

由布院の中心から少し離れた静かな場所で、コース料理を楽しんでいただけます。
コースのお食事は、自家製の石臼で挽いた粉で作る、手打ちの十割蕎麦または土鍋ご飯になります。(その日によって変わります)
8歳以下のお子様１名まで無料なので、お子様連れの方も大歓迎です。
まさかこんな所にお店が？という所にありますが、１度来たら忘れないそんな場所です。
皆様のご来店、心よりお待ちしております。

※お店に来るまでの道が狭いので、お気を付けてお越し下さいませ。",大分県由布市湯布院町川上2327−1,0977−84−7027,,https://www.instagram.com/utu_to_so_yufuin/,"11:00-15:00　ディナーは、17:30スタートのみ(夜は完全予約制　月4日のみの営業)
お昼も、前日までにご予約いただけると嬉しいです。(最終入店13：30)","月曜日, 日曜日, 急に臨時休業になる事があります。",あり,"ランチ　コース4,000円　　ディナー　コース7,800円","食べる>和食,食べる時間>ランチ,食べる時間>ディナー"
1234,Chung Dongjoo Gallery  由布院　鄭東珠　作品室,https://yufuin.gr.jp/spot/spot-1234/,"大分県在住の在日韓国人　鄭東珠（チョン・ドンジュ）のギャラリー。
1948年に大分市で生まれる。油彩　アクリル画　墨字　墨象画　ロゴなどを手掛ける。海や山、水の流れ、空、星、氣….独特な世界観を表現した作品は世界中の人々の心を打つ。

1994年から九州、東京、韓国、台湾、中国で展示会を行う。
2003年12月に由布院でギャラリーをオープン。作品は銀座のエルメス、駐日大韓民国大使館などに収蔵されています。
2007年、2012年には三重県の伊勢神宮に外国人として初めて3枚の墨象画が奉納されました。

力強く美しい絵画と墨象画は日本をはじめアジア各国で幅広く発表されている。キャンバスに墨をのせ、唯一無二の技法で筆をはしらせる墨象画。白と黒の絶妙なバランスで立体感溢れる作風は、大胆な力強さと繊細な濃淡で深い精神性を表現しています。作品から躍動感と限りない情熱を感じ、時には心地よい静けさに包まれます。

また、雄大な自然を題材とした油彩やアクリル画の作品は墨象画とは対照的に美しい色彩が多く、繊細な色彩感覚を象徴しています。具象と抽象、絵画と深遠な墨象画などスタイルは幅広く、一つの平面に静謐（せいひつ）な世界観を表現する。自然と調和した美しいアートを是非お楽しみください。",大分県由布市湯布院町川上1267-7,0977-85-4516,https://cdjgallery.com/,https://www.instagram.com/gallery_yufuin_chung_dongjoo,10:00-17:00,不定休 　　お休みのお知らせはInstagram、Googleの概要からいたします。,あり,入館無料　Free,"買う>食べ物以外,観る>美術館・博物館,観る>その他（観る）"
1235,高崎山温泉 おさるの湯,https://yufuin.gr.jp/spot/spot-1235/,"沸かし湯や循環式でない、源泉かけ流し100％の天然温泉。茶褐色のモール泉で肌触りがとてもなめらか。
早朝５時から利用でき、露天風呂で朝日を浴びながらの入浴もおすすめ。
キャンプ場も併設しており、宿泊中は温泉に入り放題。湯治キャンプなんていかがですか。",大分県由布市挾間町高崎628-1,,,,5:00-23:00　入浴受付は22:00まで,木曜日,あり,,"客室タイプ>キャンプ・グランピング,お風呂の種類>露天風呂,お風呂の種類>貸切風呂,ペット>ペット可,お部屋での喫煙>喫煙ルームあり,アメニティ（立ち寄り湯）>あり,買う>食べ物,買う>食べ物以外,お風呂の種類（立ち寄り湯）>露天風呂,お風呂の種類（立ち寄り湯）>貸切風呂,遊ぶ・楽しむ>デイキャンプ,遊ぶ・楽しむ>その他（遊ぶ・楽しむ）"
1236,名水ゆふの水®,https://yufuin.gr.jp/spot/spot-1236/,"名水ゆふの水®️は、1971年3月県庁役務温泉課にて、600メートル掘削許可で、温泉掘削着工、土地柄岩盤が多く掘削難工〜3年目の1974年6月、地下240メートルの地点で突然大音響と共に地上60メートル噴き上げた水の温度が11℃ 毎分1.5トンの噴出量でこれ以上の掘削は不可能と、掘削を断念し、九州大学〜大分県公害衛生センター〜大分県薬剤師会〜保健所などに分析検査依頼。

無菌でミネラルイオンがバランスよく豊富に含有
無菌で11℃の冷鉱泉水（冷たい温泉水）である。
１日220万リットル噴出し続けて、本年で50年。
全国でもトップクラスの老舗の名水取水場です。温泉公共飲用利用許可票　大分県第37-5号取得。
九州はもとより、遠くは広島の尾道から定期的に取水に来られる常連お得意様など数多くの方々で護られています。

大分自動車道由布岳スマートインターチェンジから東へ100メートルの場所にあり、交通アクセスも良いところです。
県道616号線沿いであり、城島高原パークやアフリカンサファリまで車で10分。
また、直ぐ近くには、乗馬クラブクレイン湯布院や、全国2番目の強酸性温泉つかはら温泉火口乃泉もあります。
当施設入口（県道沿い）には、名水ゆふの水®️のセルフ給水スタンドも２機設置。また、名水珈琲や、ミュージックライヴなどイヴェントステージのカフェ、名水ゆふの水®️ミュージックキャンプ村５サイト（ウォッシュレットトイレ二棟、名水温水シャワー二棟、２セットコンセント（各サイト）、共同食器〜食材などの洗い場常備）も開設中！

ミュージックライヴを楽しみ、飲食を楽しみ、静かな夜空の星などを楽しみゆっくり疲れた身体を癒やして下さい。 
カフェには、グランドピアノ、PA関係機材、エレキギターアンプ２セット、エレキベースアンプ、マイクロフォンスタンド付き２セット、ドラムセットなどいつでもライヴ出来る準備は、整っております。",大分県由布市湯布院町塚原1241-47,090-7399-7343,http://yufunomizu.net/,https://www.instagram.com/jacky211382/,"カフェ　9:00-19:00　
※取水場は24時間、年中無休です。",不定休,あり,,"客室タイプ>キャンプ・グランピング,ペット>ペット可,WiFi>WiFiあり,お部屋での喫煙>喫煙ルームあり,食べる>和食,食べる>軽食・カフェ,食べる>麺類,食べる時間>モーニング,食べる時間>ランチ,食べる時間>カフェ,買う>食べ物以外,遊ぶ・楽しむ>デイキャンプ,その他施設"
1237,宿彩暁雲荘,https://yufuin.gr.jp/spot/spot-1237/,大人限定旅館　1日3組限定です。,大分県由布市湯布院町湯平295-1,0977-86-2004,https://yunohira.net/,,"チェックイン　　15:00
チェックアウト　10:00","火曜日, 水曜日",あり,,"客室タイプ>ツイン,客室タイプ>和洋室,お風呂の種類>貸切風呂,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
1238,ときのまかふぇ,https://yufuin.gr.jp/spot/spot-1238/,"由布市挾間町の山の上にある小さなカフェです。静かで長閑な自然の中で、由布岳、鶴見岳、城島高原を眺めながら、景観豊かな田園風景を楽しむことができます。

忙しい日々に、少しだけでも「ほっとする時間」をという思いを込めた店名となっています。農のある暮らしをテーマに、お米と柿を中心に農作物を育てながら、お店での店頭販売、お米はおむすびランチとして提供をしています。そのほか、手作り焼き菓子・拘りのコーヒーもおすすめです。素晴らしい景色と地元の食材を堪能していただき、ほっと一息を♪

ロゴマークは手話による指文字表現となっていて、手話対応ができるお店になっています。",大分県由布市挾間町小野1977,,,https://www.instagram.com/tokinoma_cafe/,"11:00-16:00　営業日時は変動しますので、詳細はインスタグラムのカレンダーをご確認ください。
ラストオーダーは15:30","月曜日, 木曜日, 日曜日
※イベントや農作業などで店休日がありますので、詳細はインスタグラムをご確認ください。",あり,ランチ、焼き菓子は数に限りがございますので、売り切れ次第終了。ご予約受付はしていません。,"食べる>和食,食べる>軽食・カフェ,食べる時間>ランチ,食べる時間>カフェ"
1239,都屋旅館,https://yufuin.gr.jp/spot/spot-1239/,"夜の湯平温泉　石畳通り　手持ちちょうちん を下げ　
散歩したり　写真を撮ったり　都会にはない　静けさを　あじわう事ができます",大分県由布市湯布院町湯平359-5,0977-86-2461,https://hpdsp.jp/miyakoya/,,"チェックイン　　15:00
チェックアウト　10:00",不定休,あり,,"客室タイプ>ツイン,客室タイプ>和室,お風呂の種類>貸切風呂,ペット>ペット不可,WiFi>WiFiあり,お部屋での喫煙>禁煙ルームのみ"
1240,からあげショップきづ　挾間店,https://yufuin.gr.jp/spot/spot-1240/,"当店のお肉は九州産（主に鹿児島県、宮崎県）の若鶏を使用しています。
また骨付きのお肉は鹿児島県産のハーブ鶏を一羽ごと丸ごと仕入れ、そこから1羽づつ捌いています。

油は揚げ物に相性の良いキャノーラ油を使用しており、油の新鮮さに気を遣っています。
油は時間が経つと酸化し傷んでくるので古い油は力がなく揚がりにくくなるので結果長い間油に入れる時間が長くなり硬くなってしまうので、常に新鮮の油を使用し、サクサクと柔らかからあげが揚がるように努めています。
また当店では揚げるのにタイマーやすくいザルなどは使用しません。
一つ一つ形も大きさも違う為、揚がるタイミングは異なる為一つ一つタイミングを見ながら丁寧に揚げています。
衣も一つ一つ丁寧に薄くまんべんなく心を込めて付けていくので時間はかかります。
何故そんなに揚げるのに時間がかかるのかと言われることがありますが以上の理由です。

タレは50年以上地元大分で愛され続けた2種類の秘伝のタレを使用しています。
特に一晩漬ける下漬けのタレはお肉の中にまで染み渡りお肉を柔らかくするのはもちろんの事、中までじっくりと染みているので味が深いです。
この下漬けのタレを試行錯誤して何年もかかって作りあげたのですが、この下漬けのタレがあるから時間が経っても味が落ちずに冷めても美味しいからあげが出来ています。
またこの下漬けのタレはお肉にどんだけ漬けても辛くならないという特徴もあり自分は奇跡のタレだと思ってます。
特に砂肝（砂ずり）のからあげのときに血や臭みなどが排出されて、タレの旨みが吸収されているのがはっきりと分かります。
本物の【塩からあげ】を食べてみませんか？",大分県由布市挾間町向原339-3,097-510-5538,,,"10:00-19:00　
※平日14:00〜16:00に外出する場合がございます","月曜日
※月曜日が祝日の場合は営業し、翌日火曜日がお休み",あり,,"食べる>その他（食べる）,食べる時間>ランチ,食べる時間>ディナー,買う>食べ物"
1241,おむすびcafé TABIMUSUBI,https://yufuin.gr.jp/spot/spot-1241/,"おむすびCafé TABIMUSUBI（たびむすび）は、由布院駅から徒歩たったの10秒の距離に位置する、おむすびをメインとした魅力的なカフェです。
湯布院への旅行者や地元の方々に、美味しいおむすびとアットホームな雰囲気を提供しています。
湯布院での滞在を特別な体験に変える場所として、多くの人々に親しまれています。おむすびCafé TABIMUSUBIは、以下の特徴で知られています。

豊富なメニュー選択肢
当店では、おむすびをメインとした多彩なメニューをご提供しています。ご来店いただくお客様に幅広い選択肢を提供し、様々なお好みに合ったおむすびを楽しんでいただけます。シンプルな塩おむすびから、具材たっぷりのおむすびまで、多彩なバリエーションが魅力です。

テイクアウトとイートイン
おむすびCafé TABIMUSUBIでは、おむすびをテイクアウトとして持ち帰ることも、居心地の良い店内でイートインすることもできます。湯布院の観光スポットを散策する際に、手軽におむすびを楽しむことができ、また、くつろいだ雰囲気のカフェでお食事を楽しむこともできます。

立地の利便性
由布院駅からたったの10秒という抜群の立地にあり、アクセスが非常に便利です。観光客にとっても、地元の方々にとっても、気軽に立ち寄れる場所として親しまれています。湯布院の美しい風景や温泉巡りの途中で、美味しいおむすびを楽しんでいただけます。

親しみやすい雰囲気
おむすびCafé TABIMUSUBIは、アットホームで温かい雰囲気が自慢です。スタッフはお客様を温かく歓迎し、くつろぎながらお食事を楽しんでいただけるよう心がけています。地元の情報や観光のアドバイスも提供しており、湯布院の滞在をより楽しいものにします。",大分県由布市湯布院町川北6ｰ6,0977ｰ84ｰ5528,,https://www.instagram.com/tabimusubi_cafe/,8:00-17:00,不定休,なし,,"食べる>和食,食べる>和洋食,食べる>軽食・カフェ,食べる時間>モーニング,食べる時間>ランチ,食べる時間>カフェ,買う>食べ物以外"
1242,菊すけ,https://yufuin.gr.jp/spot/spot-1242/,"湯の坪街道から少し離れた鳥越エリアにお店があります。
うどんは自家製麵で、山椒の効いたピリッとしたカレー「赤」とカシューナッツが入ったまろやかなカレー「白」が選べます。（ライス・スムージー付）

旬な野菜を素揚げした「季節野菜のカレーうどん」や餅とチーズトッピングの
「餅チーズカレーうどん」があります。
また、うどんを食べ終わったルーにご飯を入れて、リゾット風にお召し上がりください。
食後にさっぱりとしたスムージーが付いてます。

カレーうどんの他にも「あんかけごぼう天うどん」や「ねぎ豚つけ麺」・「あんみつ」などあります。
お子様用カレーうどん・お子様用かけうどんもありますので、ご家族でのランチもお楽しみいただけます。",大分県由布市湯布院町川上1269-36,0977-85-5262,,https://www.instagram.com/yufuin_kikusuke/,11:00-15:00,"水曜日
※火曜日休みもあり",あり,,"食べる>麺類,食べる時間>ランチ"
1243,男池園地,https://yufuin.gr.jp/spot/spot-1243/,"水が豊かな由布市の中でも、神秘を感じる水の湧き出る場所、男池湧水群。原生林が残る黒岳の森の中、木々の間を通る遊歩道を抜け、木で作られた橋を越えてすこし。こんこんと湧き出る、薄いブルーをした男池があります。湧出量は１日約２万トン。多くのミネラルを含んだまろやかでおいしい軟水は「日本名水百選」にも選ばれています。

力強く、地下から水が湧き出る様子は、ずっとみていてもなかなか見飽きませんが、そのまま遊歩道をぜひ散策して見てください。さっき湧き出た水が、流れを作り小川になって原生林をの中をくねりながら流れています。朽ちて苔むした大木、転がる小岩、そこに差す木漏れ日を見ていると、自然の循環を感じずにはいれません。

山々に囲まれているため日没が早くなり、冬場は路面凍結や、男池への道中に積雪があることがありますのでご注意ください。",大分県由布市庄内町阿蘇野2965-3（男池詰所）,"080-2708-5816（庄内町観光協会）
※火曜日は対応不可",,,,なし,あり,清掃協力金100円(中学生以上),観る>自然・歴史
1244,名水の滝,https://yufuin.gr.jp/spot/spot-1244/,"黒岳の森の中、男池湧水群の入口から遊歩道を下流に向かって１０分ほど歩いていき、少し急な丸太の階段を登って、下った先に、湧き出た水がまとまって出来た２本の小さな滝「名水の滝」が現れます。
その名のとおり名水が造った滝は、落差はさほど大きくはないものの、豊富な水量のおかげで間近で見ると迫力を感じるばかりか、周囲の美しい自然が季節ごとに違った滝のある風景を楽しませてくれます。
水が湧き出て、川となって、滝となる流れに沿って、歩いてみてください。

山々に囲まれているため日没が早くなり、冬場は路面凍結や、男池への道中に積雪があることがありますのでご注意ください。

※2024年8月の台風の影響により名水の滝へ立ち寄ることができなくなっております。最新の情報をご確認ください。（2024年11月末現在）",大分県由布市阿蘇野,,,,,なし,あり,清掃協力金100円(中学生以上),観る>自然・歴史
1245,龍昇の滝,https://yufuin.gr.jp/spot/spot-1245/,"由布市庄内町にある国道210号からほど近く、隠れた癒しスポット「龍昇の滝」。
「大龍原口」バス停を目印に入口をすすみ、急な坂をくだっていきます。坂の下には手掘りのトンネルがあらわれその先へ。
トンネルをくぐり抜けると目の前には落差25ｍの2つの美しい滝があらわれます。音に耳を傾け、滝の水しぶきが心地よく、自然の美しさに魅了されます。
滝へと下る道は険しく急な坂になっているので十分に気を付けておりてください。
小野屋駅からは徒歩20分程。

※私有地ですので、ご配慮いただくようお願いいたします。",大分県由布市庄内町大龍,,,,,なし,なし,,観る>自然・歴史
1246,庄内総合運動公園（神楽殿）,https://yufuin.gr.jp/spot/spot-1246/,"JR天神山駅から車で約５分のところにある公園。
スポーツ関連の施設が充実しており、広大な敷地には野球場やテニスコート、ゲートボールやグラウンドゴルフ
陸上競技などが楽しめる多目的広場もあります。
また、公民館（図書館）や複合遊具もあり、のんびりと過ごすこともできます。

公園内には、神楽殿もあり、毎年５月から１０月までの期間は月に１回庄内の神楽座が持ち回りで定期公演を開催。
１１月３日には地元の神楽団体が集まり披露する「庄内神楽祭り」が行われます。",大分県由布市庄内町大龍1400,097-582-1217（由布市教育委員会　スポーツ振興課）,,,,,あり,https://www.city.yufu.oita.jp/siseijouhou/sisetu/sisetu_cate5/sports-2,観る>自然・歴史
1247,庄内の里 庄内温泉,https://yufuin.gr.jp/spot/spot-1247/,"１００％源泉かけ流し天然温泉。
広々とした大浴場　趣きの異なる７つの家族風呂で安らぎのひとときをお過ごしください。",大分県由布市庄内町東長宝165,097-586-2226,https://kankokuen.co.jp/shops/shonai/,,"平日　　　　10:00～22:00（21:00受付終了）
金土祝前日　10:00～23:00（22:00受付終了）",なし,あり,"大浴場　大人　390円　子ども　200円
家族風呂　1,900円～","アメニティ（立ち寄り湯）>あり,お風呂の種類（立ち寄り湯）>貸切風呂"
1248,かぐらちゃや,https://yufuin.gr.jp/spot/spot-1248/,"国道210号沿い、三角の屋根が目印の農産物直売所です。
地元・庄内町の新鮮野菜を中心に、総菜、加工品、生花などが並びます。

お土産におすすめなのは、「とうがらしのつくだに」
薬味としてみそ汁やうどん、湯豆腐などに入れるとピリッとした辛みがアクセントになる１品です。
",大分県由布市庄内町大龍1588,097-582-2555,,https://www.instagram.com/kaguratyaya/,7:30～17:30,木曜,あり,,"買う>食べ物,買う>食べ物以外"
1249,陶芸工房 游山,https://yufuin.gr.jp/spot/spot-1249/,"遠くまで連なる山々、山間に広がる田園風景の広がる絶景の地で夫婦で営むアットホームな陶工房
初心者でも気軽に作品作りができる陶芸体験と薪窯で焼くピザ作りが楽しめます。

併設する展示ギャラリーではオーナー夫婦の作品などが飾られていて購入もできます。",大分県由布市庄内町渕2264,090-5748-2741,https://toukoubou-yuuzan.com/,https://www.instagram.com/toukoubou_yuuzan/,9:30～／12:00～／14:30～,不定休,あり,"陶芸体験　2,500円～（別途送料）
ランプシェード作り　3,500円～（別途送料）
ピザ作り体験　2,500円～
",遊ぶ・楽しむ>体験・見学
